insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1, 602, 317, 20, 63, 1, 9, 676.94, 6092.46);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (891, 352, 837, 64, 14, 2, 3, 100.48, 301.44);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (892, 514, 208, 66, 152, 4, 2, 899.61, 1799.22);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (893, 905, 55, 76, 103, 3, 8, 337.81, 2702.48);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (894, 342, 198, 21, 22, 3, 9, 625.33, 5627.97);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (895, 824, 347, 69, 87, 1, 9, 642.97, 5786.73);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (896, 410, 233, 69, 132, 2, 1, 961.88, 961.88);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (897, 904, 813, 19, 36, 1, 7, 950.77, 6655.39);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (898, 756, 352, 43, 118, 4, 9, 900.16, 8101.44);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (899, 479, 402, 47, 93, 4, 7, 836.49, 5855.43);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (900, 661, 286, 32, 173, 2, 5, 123.94, 619.7);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (901, 84, 521, 87, 69, 1, 3, 32.57, 97.71);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (902, 535, 342, 65, 38, 4, 1, 125.06, 125.06);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (903, 31, 693, 15, 53, 3, 3, 138.46, 415.38);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (904, 775, 588, 42, 231, 3, 8, 552.09, 4416.72);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (905, 203, 735, 46, 233, 2, 1, 987.03, 987.03);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (906, 237, 702, 46, 231, 3, 4, 708.6, 2834.4);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (907, 699, 163, 91, 224, 4, 8, 787.42, 6299.36);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (908, 618, 783, 1, 94, 2, 7, 276.42, 1934.94);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (909, 85, 194, 53, 106, 4, 8, 5.58, 44.64);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (910, 240, 32, 83, 163, 3, 2, 799.24, 1598.48);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (911, 329, 998, 6, 211, 3, 10, 666.48, 6664.8);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (912, 10, 958, 99, 212, 2, 6, 193.91, 1163.46);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (913, 788, 10, 83, 149, 2, 6, 666.89, 4001.34);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (914, 892, 628, 69, 185, 4, 9, 449.23, 4043.07);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (915, 942, 864, 93, 221, 3, 7, 370.91, 2596.37);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (916, 814, 534, 25, 213, 1, 6, 112.24, 673.44);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (917, 495, 161, 58, 180, 2, 10, 611.16, 6111.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (918, 262, 967, 4, 175, 2, 8, 89.7, 717.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (919, 237, 969, 53, 224, 2, 8, 407.72, 3261.76);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (920, 65, 603, 29, 155, 2, 5, 993.49, 4967.45);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (921, 996, 906, 39, 56, 3, 10, 898.03, 8980.3);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (922, 192, 25, 77, 154, 1, 8, 917.2, 7337.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (923, 20, 368, 12, 211, 2, 2, 43.68, 87.36);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (924, 487, 11, 17, 64, 1, 3, 978.75, 2936.25);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (925, 522, 417, 73, 125, 1, 1, 927.58, 927.58);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (926, 115, 172, 48, 133, 4, 7, 173.84, 1216.88);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (927, 970, 457, 69, 250, 1, 10, 41.84, 418.4);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (928, 660, 109, 34, 103, 2, 7, 689.12, 4823.84);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (929, 771, 657, 23, 11, 3, 7, 794.27, 5559.89);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (930, 732, 263, 11, 156, 4, 4, 277.81, 1111.24);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (931, 1000, 36, 82, 118, 4, 1, 770.92, 770.92);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (932, 752, 798, 76, 113, 2, 10, 798.62, 7986.2);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (933, 14, 530, 6, 57, 1, 4, 563.17, 2252.68);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (934, 953, 532, 11, 207, 1, 3, 93.07, 279.21);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (935, 415, 674, 48, 203, 1, 5, 862.19, 4310.95);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (936, 758, 186, 85, 247, 4, 5, 847.29, 4236.45);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (937, 181, 762, 92, 82, 3, 1, 433.68, 433.68);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (938, 952, 356, 38, 224, 4, 9, 527.89, 4751.01);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (939, 534, 652, 56, 181, 2, 6, 473.29, 2839.74);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (940, 962, 297, 25, 120, 3, 3, 631.91, 1895.73);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (941, 321, 234, 45, 196, 1, 2, 912.2, 1824.4);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (942, 702, 685, 29, 154, 2, 4, 54.4, 217.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (943, 685, 688, 93, 235, 3, 7, 695.18, 4866.26);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (944, 247, 970, 90, 247, 2, 7, 971.02, 6797.14);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (945, 416, 955, 53, 198, 1, 10, 514.16, 5141.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (946, 710, 570, 93, 140, 1, 6, 82.41, 494.46);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (947, 940, 957, 36, 237, 2, 2, 126.22, 252.44);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (948, 140, 956, 34, 171, 1, 3, 579.89, 1739.67);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (949, 341, 239, 4, 140, 3, 10, 104.76, 1047.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (950, 983, 492, 18, 167, 4, 10, 235.26, 2352.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (951, 238, 887, 39, 64, 4, 9, 164.51, 1480.59);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (952, 16, 592, 11, 7, 1, 8, 832.41, 6659.28);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (953, 449, 729, 22, 84, 1, 3, 817.12, 2451.36);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (954, 252, 307, 3, 125, 3, 9, 241.01, 2169.09);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (955, 185, 305, 70, 29, 2, 10, 496.67, 4966.7);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (956, 769, 496, 85, 75, 4, 8, 214.43, 1715.44);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (957, 278, 967, 83, 60, 2, 3, 613.35, 1840.05);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (958, 202, 597, 98, 47, 3, 3, 210.52, 631.56);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (959, 619, 171, 98, 189, 1, 1, 618.02, 618.02);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (960, 730, 404, 88, 209, 2, 3, 31.78, 95.34);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (961, 943, 773, 86, 43, 3, 3, 218.02, 654.06);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (962, 911, 4, 5, 63, 2, 2, 72.26, 144.52);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (963, 609, 81, 80, 52, 4, 5, 828.63, 4143.15);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (964, 846, 896, 55, 187, 1, 10, 136.0, 1360.0);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (965, 285, 778, 12, 91, 3, 7, 294.08, 2058.56);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (966, 348, 31, 55, 126, 3, 5, 639.36, 3196.8);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (967, 988, 624, 48, 88, 3, 8, 829.39, 6635.12);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (968, 293, 581, 92, 232, 2, 6, 403.98, 2423.88);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (969, 371, 429, 63, 228, 3, 8, 567.62, 4540.96);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (970, 575, 198, 98, 95, 4, 7, 974.98, 6824.86);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (971, 524, 689, 66, 18, 2, 3, 926.55, 2779.65);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (972, 806, 717, 93, 45, 1, 1, 915.18, 915.18);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (973, 625, 967, 36, 119, 3, 4, 916.12, 3664.48);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (974, 934, 352, 99, 68, 1, 5, 998.16, 4990.8);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (975, 446, 450, 68, 207, 4, 7, 792.36, 5546.52);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (976, 955, 644, 79, 251, 1, 7, 888.01, 6216.07);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (977, 398, 268, 87, 226, 4, 10, 215.17, 2151.7);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (978, 860, 389, 35, 94, 2, 8, 971.78, 7774.24);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (979, 645, 435, 89, 227, 1, 8, 818.83, 6550.64);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (980, 823, 939, 43, 224, 4, 6, 97.54, 585.24);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (981, 973, 292, 49, 50, 3, 10, 921.44, 9214.4);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (982, 638, 554, 38, 213, 2, 6, 547.94, 3287.64);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (983, 744, 894, 38, 162, 4, 9, 275.58, 2480.22);
